id,last_scraped,neighbourhood_group_cleansed,latitude,longitude,room_type,price
539214,2019/8/31,Salt Spring Island,48.87961,-123.56984,Entire home/apt,199
555737,2019/8/31,Victoria,48.43492,-123.34064,Entire home/apt,114
559726,2019/8/31,Victoria,48.42624,-123.34019,Entire home/apt,66
561477,2019/8/31,Southern Gulf Islands,48.99371,-123.57915,Entire home/apt,125
571258,2019/8/31,Sooke,48.38672,-123.72408,Entire home/apt,80
594158,2019/8/31,Salt Spring Island,48.76703,-123.45816,Private room,138
624238,2019/8/31,Oak Bay,48.4063,-123.32034,Entire home/apt,649
635317,2019/8/31,Victoria,48.42881,-123.34569,Private room,90
660733,2019/8/31,Victoria,48.4259,-123.34022,Entire home/apt,136
665727,2019/8/31,Victoria,48.41537,-123.35873,Entire home/apt,250
666592,2019/8/31,Victoria,48.41174,-123.37641,Entire home/apt,106
668372,2019/8/31,View Royal,48.45848,-123.42771,Entire home/apt,110
683666,2019/8/31,Southern Gulf Islands,48.8599,-123.35496,Entire home/apt,110
687407,2019/8/31,Southern Gulf Islands,48.7978,-123.30928,Entire home/apt,150
702671,2019/8/31,Oak Bay,48.42759,-123.32123,Entire home/apt,325
734855,2019/8/31,Oak Bay,48.42031,-123.31057,Entire home/apt,185
739975,2019/8/31,Saanich,48.51641,-123.36713,Entire home/apt,125
746413,2019/8/31,Oak Bay,48.41497,-123.31116,Entire home/apt,180
765246,2019/8/31,Salt Spring Island,48.81277,-123.46623,Entire home/apt,199
773339,2019/8/31,Colwood,48.40638,-123.50954,Entire home/apt,80
774824,2019/8/31,Victoria,48.42093,-123.38111,Entire home/apt,98
775220,2019/8/31,Juan de Fuca,48.38136,-123.89777,Entire home/apt,250
775418,2019/8/31,Esquimalt,48.43236,-123.4141,Entire home/apt,100
784093,2019/8/31,Victoria,48.4151,-123.36835,Private room,80
796027,2019/8/31,Saanich,48.45587,-123.38733,Entire home/apt,94
811395,2019/8/31,Saanich,48.47011,-123.40666,Entire home/apt,289
813269,2019/8/31,Saanich,48.45427,-123.33873,Private room,45
823111,2019/8/31,Colwood,48.41901,-123.48414,Entire home/apt,72
863030,2019/8/31,Salt Spring Island,48.76368,-123.45681,Entire home/apt,150
870864,2019/8/31,Esquimalt,48.42739,-123.40176,Entire home/apt,65
873616,2019/8/31,Sidney,48.63568,-123.40512,Entire home/apt,189
873876,2019/8/31,Victoria,48.41554,-123.34413,Entire home/apt,426
876406,2019/8/31,Victoria,48.4145,-123.37753,Entire home/apt,150
908514,2019/8/31,Langford,48.44064,-123.52641,Entire home/apt,225
910427,2019/8/31,Southern Gulf Islands,48.88462,-123.33135,Entire home/apt,85
920656,2019/8/31,Juan de Fuca,48.3936,-123.98067,Entire home/apt,110
936367,2019/8/31,Victoria,48.41501,-123.34893,Entire home/apt,85
939467,2019/8/31,Southern Gulf Islands,48.86649,-123.3509,Private room,500
945231,2019/8/31,Victoria,48.42535,-123.35866,Entire home/apt,100
955575,2019/8/31,Southern Gulf Islands,48.89011,-123.36244,Entire home/apt,150
964282,2019/8/31,Victoria,48.42455,-123.36021,Entire home/apt,101
973849,2019/8/31,Victoria,48.42535,-123.34216,Entire home/apt,106
975286,2019/8/31,Victoria,48.42642,-123.35921,Entire home/apt,140
978079,2019/8/31,Victoria,48.42284,-123.35292,Entire home/apt,100
978194,2019/8/31,Victoria,48.4232,-123.35118,Entire home/apt,105
978212,2019/8/31,Victoria,48.4235,-123.35287,Entire home/apt,74
978213,2019/8/31,Victoria,48.4235,-123.35273,Entire home/apt,102
978771,2019/8/31,Victoria,48.41304,-123.36983,Private room,69
985260,2019/8/31,Metchosin,48.39644,-123.49343,Entire home/apt,180
1015996,2019/8/31,Oak Bay,48.42141,-123.31723,Entire home/apt,332
1021978,2019/8/31,Victoria,48.41071,-123.37145,Private room,140
1024578,2019/8/31,Saanich,48.46382,-123.35931,Entire home/apt,86
1038822,2019/8/31,Victoria,48.41176,-123.37663,Entire home/apt,94
1055119,2019/8/31,Salt Spring Island,48.83343,-123.52491,Private room,190
1055500,2019/8/31,Victoria,48.41495,-123.36851,Private room,136
1080149,2019/8/31,Salt Spring Island,48.82409,-123.53024,Entire home/apt,176
1080266,2019/8/31,Salt Spring Island,48.82412,-123.53071,Entire home/apt,275
1080594,2019/8/31,Victoria,48.4165,-123.37011,Private room,114
1091391,2019/8/31,Victoria,48.41973,-123.37587,Entire home/apt,70
1114544,2019/8/31,Salt Spring Island,48.89496,-123.53323,Private room,150
1114575,2019/8/31,Salt Spring Island,48.89505,-123.53392,Private room,150
1156460,2019/8/31,Oak Bay,48.40879,-123.32144,Entire home/apt,340
1167115,2019/8/31,Oak Bay,48.41759,-123.30264,Entire home/apt,108
1174303,2019/8/31,Southern Gulf Islands,48.80459,-123.31812,Entire home/apt,196
1175299,2019/8/31,Saanich,48.44964,-123.36272,Private room,60
1186607,2019/8/31,North Saanich,48.67691,-123.48379,Entire home/apt,176
1193251,2019/8/31,Victoria,48.42494,-123.36572,Entire home/apt,114
1194953,2019/8/31,Saanich,48.45459,-123.38306,Entire home/apt,70
1201014,2019/8/31,Victoria,48.41624,-123.36802,Entire home/apt,140
1237030,2019/8/31,Southern Gulf Islands,48.86791,-123.28408,Entire home/apt,100
1244138,2019/8/31,Saanich,48.45099,-123.36285,Private room,70
1288741,2019/8/31,Oak Bay,48.40997,-123.32276,Private room,80
1295158,2019/8/31,Southern Gulf Islands,48.87846,-123.32378,Entire home/apt,199
1298140,2019/8/31,Victoria,48.42884,-123.37016,Entire home/apt,70
1301515,2019/8/31,Victoria,48.43583,-123.35384,Private room,59
1345737,2019/8/31,Victoria,48.40669,-123.35122,Entire home/apt,136
1345746,2019/8/31,Victoria,48.41521,-123.36856,Entire home/apt,100
1352283,2019/8/31,Victoria,48.41617,-123.35987,Private room,63
1352981,2019/8/31,Southern Gulf Islands,48.89775,-123.39765,Entire home/apt,239
1375505,2019/8/31,Saanich,48.45643,-123.38689,Private room,55
1393334,2019/8/31,Victoria,48.41733,-123.36941,Entire home/apt,129
1414651,2019/8/31,Salt Spring Island,48.85706,-123.47932,Entire home/apt,120
1429004,2019/8/31,Salt Spring Island,48.87042,-123.54718,Entire home/apt,258
1431103,2019/8/31,Juan de Fuca,48.40681,-123.35487,Private room,89
1437207,2019/8/31,Victoria,48.44446,-123.37567,Entire home/apt,165
1438200,2019/8/31,Southern Gulf Islands,48.75421,-123.26956,Entire home/apt,500
1439161,2019/8/31,Victoria,48.41606,-123.3685,Private room,90
1446069,2019/8/31,Salt Spring Island,48.80827,-123.42976,Private room,60
1460894,2019/8/31,North Saanich,48.69565,-123.46011,Entire home/apt,110
1471669,2019/8/31,Victoria,48.42653,-123.36859,Entire home/apt,114
1535322,2019/8/31,Sooke,48.39252,-123.61752,Entire home/apt,129
1538085,2019/8/31,Victoria,48.44943,-123.35379,Entire home/apt,90
1560950,2019/8/31,Victoria,48.42118,-123.35433,Entire home/apt,136
1615147,2019/8/31,Victoria,48.42285,-123.34151,Entire home/apt,125
1625194,2019/8/31,Victoria,48.42899,-123.3631,Entire home/apt,109
1636029,2019/8/31,Southern Gulf Islands,48.84491,-123.27776,Entire home/apt,130
1656504,2019/8/31,Salt Spring Island,48.83903,-123.49872,Entire home/apt,145
1672595,2019/8/31,Victoria,48.42172,-123.38056,Entire home/apt,237
1672677,2019/8/31,Victoria,48.42172,-123.38063,Entire home/apt,267
1672868,2019/8/31,Salt Spring Island,48.8331,-123.50027,Entire home/apt,125
1683153,2019/8/31,Juan de Fuca,48.37641,-123.83955,Entire home/apt,125
1717474,2019/8/31,Victoria,48.41849,-123.38342,Private room,77
1720832,2019/8/31,Southern Gulf Islands,48.83109,-123.26071,Entire home/apt,160
1738396,2019/8/31,Victoria,48.43079,-123.36634,Entire home/apt,205
1769556,2019/8/31,Victoria,48.41306,-123.34501,Private room,59
1781080,2019/8/31,Victoria,48.42157,-123.37681,Entire home/apt,126
1807413,2019/8/31,Sooke,48.36718,-123.73475,Entire home/apt,129
1807550,2019/8/31,Southern Gulf Islands,48.87581,-123.32346,Entire home/apt,125
1825544,2019/8/31,Sidney,48.66661,-123.40765,Entire home/apt,156
1826554,2019/8/31,Sidney,48.66379,-123.41148,Entire home/apt,129
1892593,2019/8/31,Saanich,48.45873,-123.3661,Entire home/apt,98
1897071,2019/8/31,Victoria,48.4204,-123.36415,Entire home/apt,199
1904895,2019/8/31,North Saanich,48.62792,-123.41197,Private room,160
1929683,2019/8/31,Victoria,48.42232,-123.38358,Private room,290
1948248,2019/8/31,Victoria,48.42059,-123.38298,Entire home/apt,125
1979822,2019/8/31,Victoria,48.42109,-123.37672,Private room,25
1983751,2019/8/31,Saanich,48.49021,-123.30853,Entire home/apt,199
1993822,2019/8/31,Victoria,48.41695,-123.3671,Entire home/apt,110
2015937,2019/8/31,Southern Gulf Islands,48.84099,-123.25475,Entire home/apt,199
2027067,2019/8/31,Salt Spring Island,48.90042,-123.55017,Entire home/apt,100
2027370,2019/8/31,Victoria,48.44073,-123.35331,Entire home/apt,76
2033520,2019/8/31,Langford,48.46028,-123.48647,Entire home/apt,65
2039230,2019/8/31,Victoria,48.41889,-123.35461,Private room,51
2060849,2019/8/31,Langford,48.47683,-123.52732,Entire home/apt,150
2076029,2019/8/31,Victoria,48.41687,-123.35205,Entire home/apt,118
2128631,2019/8/31,Esquimalt,48.4165,-123.40392,Entire home/apt,109
2131218,2019/8/31,Sooke,48.39394,-123.62053,Private room,129
2138626,2019/8/31,Victoria,48.4216,-123.36149,Entire home/apt,189
2138926,2019/8/31,Oak Bay,48.43977,-123.30681,Private room,94
2140264,2019/8/31,Victoria,48.42521,-123.32913,Entire home/apt,88
2140350,2019/8/31,Victoria,48.44453,-123.34121,Entire home/apt,74
2182972,2019/8/31,Saanich,48.45242,-123.34171,Entire home/apt,150
2188717,2019/8/31,Victoria,48.42666,-123.3706,Entire home/apt,120
2189148,2019/8/31,Salt Spring Island,48.79039,-123.43772,Entire home/apt,160
2192873,2019/8/31,Salt Spring Island,48.7703,-123.44859,Entire home/apt,100
2198199,2019/8/31,Juan de Fuca,48.36179,-123.81329,Entire home/apt,136
2198443,2019/8/31,Victoria,48.42597,-123.36907,Entire home/apt,120
2202285,2019/8/31,Salt Spring Island,48.77057,-123.44824,Entire home/apt,259
2211266,2019/8/31,Victoria,48.44945,-123.35566,Entire home/apt,250
2229129,2019/8/31,Saanich,48.45521,-123.38898,Entire home/apt,70
2237438,2019/8/31,Victoria,48.43527,-123.3361,Entire home/apt,199
2279375,2019/8/31,North Saanich,48.6869,-123.44438,Entire home/apt,157
2333312,2019/8/31,Victoria,48.41493,-123.35288,Entire home/apt,150
2337536,2019/8/31,Salt Spring Island,48.77019,-123.44952,Private room,120
2342154,2019/8/31,Victoria,48.42572,-123.32384,Entire home/apt,112
2361342,2019/8/31,Langford,48.44777,-123.52276,Entire home/apt,235
2386131,2019/8/31,Sooke,48.36471,-123.73044,Entire home/apt,199
2390408,2019/8/31,Juan de Fuca,48.36746,-123.78393,Private room,145
2488004,2019/8/31,Southern Gulf Islands,48.73782,-123.20216,Entire home/apt,145
2526015,2019/8/31,Salt Spring Island,48.8758,-123.54412,Private room,48
2526207,2019/8/31,Salt Spring Island,48.88053,-123.54421,Entire home/apt,78
2544515,2019/8/31,Sidney,48.64614,-123.39976,Entire home/apt,229
2560212,2019/8/31,Sidney,48.64483,-123.39814,Entire home/apt,160
2600175,2019/8/31,Saanich,48.4641,-123.41484,Entire home/apt,250
2610713,2019/8/31,Salt Spring Island,48.8467,-123.49772,Entire home/apt,500
2620751,2019/8/31,Salt Spring Island,48.76061,-123.4111,Entire home/apt,120
2676866,2019/8/31,Victoria,48.41946,-123.38484,Entire home/apt,98
2682515,2019/8/31,Saanich,48.44395,-123.32277,Entire home/apt,85
2685512,2019/8/31,Salt Spring Island,48.90949,-123.56458,Entire home/apt,750
2695286,2019/8/31,Victoria,48.42303,-123.36671,Entire home/apt,100
2709790,2019/8/31,Esquimalt,48.43605,-123.40662,Entire home/apt,55
2751941,2019/8/31,Southern Gulf Islands,48.839,-123.3292,Entire home/apt,82
2756438,2019/8/31,Salt Spring Island,48.78157,-123.43134,Entire home/apt,380
2770659,2019/8/31,Colwood,48.42343,-123.47215,Entire home/apt,192
2771699,2019/8/31,View Royal,48.45216,-123.44504,Entire home/apt,150
2777765,2019/8/31,Colwood,48.42367,-123.47381,Entire home/apt,188
2791284,2019/8/31,Sidney,48.6687,-123.40252,Entire home/apt,142
2818153,2019/8/31,Salt Spring Island,48.86111,-123.49956,Entire home/apt,136
2834626,2019/8/31,Victoria,48.42879,-123.37005,Entire home/apt,98
2839203,2019/8/31,Victoria,48.42588,-123.34439,Entire home/apt,85
2856912,2019/8/31,Victoria,48.42152,-123.38198,Entire home/apt,145
2858425,2019/8/31,Victoria,48.42862,-123.32596,Private room,45
2874927,2019/8/31,Colwood,48.42403,-123.47266,Entire home/apt,197
2883153,2019/8/31,Juan de Fuca,48.5558,-124.4054,Entire home/apt,426
2950089,2019/8/31,Victoria,48.41101,-123.37293,Private room,140
2964627,2019/8/31,Victoria,48.42343,-123.34806,Entire home/apt,150
2970506,2019/8/31,Colwood,48.41724,-123.48081,Private room,89
2970733,2019/8/31,Colwood,48.41734,-123.48157,Private room,160
2980014,2019/8/31,Victoria,48.41315,-123.33003,Entire home/apt,140
2997001,2019/8/31,Langford,48.41632,-123.51377,Private room,125
2998484,2019/8/31,Saanich,48.4855,-123.42099,Private room,65
3012472,2019/8/31,Southern Gulf Islands,48.97288,-123.55984,Entire home/apt,170
3022235,2019/8/31,Salt Spring Island,48.85465,-123.51301,Entire home/apt,176
3027057,2019/8/31,Southern Gulf Islands,48.91315,-123.39473,Entire home/apt,295
3083934,2019/8/31,Victoria,48.42751,-123.37028,Entire home/apt,132
3084861,2019/8/31,Juan de Fuca,48.36212,-123.80037,Entire home/apt,156
3115397,2019/8/31,Juan de Fuca,48.41292,-124.00845,Entire home/apt,600
3123582,2019/8/31,Colwood,48.42016,-123.49075,Private room,65
3129805,2019/8/31,Saanich,48.47569,-123.33132,Private room,45
3133074,2019/8/31,Oak Bay,48.4135,-123.31057,Entire home/apt,89
3175704,2019/8/31,Victoria,48.41159,-123.33372,Entire home/apt,348
3186167,2019/8/31,Southern Gulf Islands,48.77019,-123.28561,Entire home/apt,85
3209352,2019/8/31,Victoria,48.43761,-123.33766,Entire home/apt,80
3219266,2019/8/31,Victoria,48.41237,-123.37291,Entire home/apt,110
3255820,2019/8/31,Saanich,48.50501,-123.35513,Entire home/apt,176
3257553,2019/8/31,Salt Spring Island,48.85783,-123.51018,Private room,160
3261951,2019/8/31,View Royal,48.45843,-123.42711,Entire home/apt,150
3284029,2019/8/31,Victoria,48.42054,-123.37688,Entire home/apt,120
3334799,2019/8/31,North Saanich,48.61399,-123.40686,Entire home/apt,80
3350763,2019/8/31,Victoria,48.42797,-123.36863,Entire home/apt,125
3361483,2019/8/31,Saanich,48.4682,-123.44166,Entire home/apt,205
3380702,2019/8/31,Sooke,48.37873,-123.73281,Private room,69
3402265,2019/8/31,Salt Spring Island,48.85036,-123.44644,Entire home/apt,205
3415390,2019/8/31,Juan de Fuca,48.43857,-124.07368,Entire home/apt,297
3440301,2019/8/31,Langford,48.44335,-123.53248,Entire home/apt,150
3464301,2019/8/31,Colwood,48.4072,-123.49341,Entire home/apt,80
3486035,2019/8/31,Southern Gulf Islands,48.74921,-123.21791,Entire home/apt,176
3487196,2019/8/31,Sidney,48.65637,-123.41213,Entire home/apt,90
3490212,2019/8/31,Oak Bay,48.42484,-123.31573,Entire home/apt,400
3518169,2019/8/31,Victoria,48.43646,-123.38988,Entire home/apt,100
3559698,2019/8/31,Esquimalt,48.44109,-123.39797,Entire home/apt,70
3563531,2019/8/31,Salt Spring Island,48.86246,-123.49141,Entire home/apt,122
3569698,2019/8/31,Salt Spring Island,48.84453,-123.50105,Entire home/apt,114
3577740,2019/8/31,Salt Spring Island,48.84301,-123.49955,Entire home/apt,90
3609621,2019/8/31,Victoria,48.41162,-123.35157,Private room,59
3617367,2019/8/31,Victoria,48.42139,-123.34465,Entire home/apt,150
3651435,2019/8/31,Saanich,48.47394,-123.39043,Private room,31
3654194,2019/8/31,Saanich,48.46185,-123.36936,Private room,60
3655817,2019/8/31,Saanich,48.52545,-123.37107,Private room,80
3667377,2019/8/31,Southern Gulf Islands,48.90581,-123.36285,Entire home/apt,85
3676068,2019/8/31,Victoria,48.41283,-123.33595,Entire home/apt,94
3681893,2019/8/31,Sooke,48.37324,-123.74655,Private room,36
3689272,2019/8/31,Victoria,48.41052,-123.33573,Entire home/apt,176
3689834,2019/8/31,Langford,48.4553,-123.48806,Private room,43
3719262,2019/8/31,Saanich,48.46502,-123.34168,Entire home/apt,94
3759754,2019/8/31,Salt Spring Island,48.8113,-123.4922,Entire home/apt,114
3772122,2019/8/31,Victoria,48.42863,-123.37038,Entire home/apt,145
3808375,2019/8/31,Oak Bay,48.44275,-123.30846,Private room,59
3810887,2019/8/31,Victoria,48.41486,-123.36158,Entire home/apt,136
3850211,2019/8/31,Southern Gulf Islands,48.74482,-123.25412,Entire home/apt,160
3851163,2019/8/31,Victoria,48.41197,-123.35515,Entire home/apt,190
3875655,2019/8/31,Juan de Fuca,48.4334,-124.06957,Entire home/apt,150
3898490,2019/8/31,Esquimalt,48.42904,-123.40738,Entire home/apt,74
3898775,2019/8/31,Victoria,48.41805,-123.33681,Entire home/apt,299
3913497,2019/8/31,Salt Spring Island,48.84919,-123.50043,Entire home/apt,525
3935877,2019/8/31,Saanich,48.46759,-123.41165,Entire home/apt,98
3972032,2019/8/31,Southern Gulf Islands,48.74025,-123.2177,Entire home/apt,176
3978639,2019/8/31,Southern Gulf Islands,48.84058,-123.25361,Entire home/apt,114
3984230,2019/8/31,Victoria,48.4216,-123.38222,Private room,70
4000182,2019/8/31,Victoria,48.43429,-123.38325,Entire home/apt,94
4022719,2019/8/31,Juan de Fuca,48.39073,-123.93406,Entire home/apt,125
4025632,2019/8/31,North Saanich,48.61652,-123.40452,Entire home/apt,250
4025668,2019/8/31,Langford,48.46727,-123.5064,Private room,35
4026248,2019/8/31,Victoria,48.42126,-123.38051,Entire home/apt,392
4046691,2019/8/31,Sooke,48.39362,-123.61771,Private room,125
4050671,2019/8/31,Southern Gulf Islands,48.85145,-123.30171,Entire home/apt,192
4053260,2019/8/31,Juan de Fuca,48.57206,-123.49113,Private room,52
4137885,2019/8/31,Metchosin,48.39087,-123.50103,Entire home/apt,74
4169620,2019/8/31,Langford,48.48813,-123.54551,Entire home/apt,125
4183313,2019/8/31,Victoria,48.42129,-123.36361,Entire home/apt,160
4190759,2019/8/31,Victoria,48.42167,-123.38402,Private room,290
4277981,2019/8/31,Victoria,48.41649,-123.36664,Entire home/apt,140
4279727,2019/8/31,Victoria,48.41382,-123.37173,Entire home/apt,219
4279824,2019/8/31,Victoria,48.41306,-123.37351,Entire home/apt,90
4280016,2019/8/31,Salt Spring Island,48.8553,-123.50691,Entire home/apt,94
4280067,2019/8/31,Victoria,48.40721,-123.35582,Entire home/apt,80
4295964,2019/8/31,Victoria,48.42298,-123.36472,Entire home/apt,109
4316972,2019/8/31,Victoria,48.41646,-123.35832,Private room,48
4334268,2019/8/31,Esquimalt,48.42171,-123.40837,Entire home/apt,325
4334962,2019/8/31,Esquimalt,48.44503,-123.4018,Entire home/apt,55
4356633,2019/8/31,Victoria,48.41711,-123.36884,Entire home/apt,100
4364105,2019/8/31,Metchosin,48.38788,-123.50183,Entire home/apt,152
4370453,2019/8/31,Juan de Fuca,48.5542,-124.41573,Entire home/apt,130
4404148,2019/8/31,Saanich,48.45724,-123.35969,Entire home/apt,180
4412326,2019/8/31,Victoria,48.42615,-123.35503,Private room,73
4418188,2019/8/31,North Saanich,48.63313,-123.46216,Private room,105
4419252,2019/8/31,Victoria,48.4133,-123.33051,Entire home/apt,180
4440799,2019/8/31,Victoria,48.42999,-123.37064,Entire home/apt,114
4461927,2019/8/31,Langford,48.41631,-123.51884,Entire home/apt,90
4480826,2019/8/31,Victoria,48.42388,-123.364,Entire home/apt,196
4482384,2019/8/31,Southern Gulf Islands,48.86262,-123.31653,Entire home/apt,315
4483108,2019/8/31,Saanich,48.53019,-123.417,Entire home/apt,98
4492586,2019/8/31,Salt Spring Island,48.77081,-123.44845,Private room,136
4495119,2019/8/31,Sooke,48.39691,-123.66042,Entire home/apt,70
4495124,2019/8/31,Sooke,48.39531,-123.6594,Private room,70
4495132,2019/8/31,Sooke,48.3951,-123.65873,Entire home/apt,70
4499215,2019/8/31,Victoria,48.42979,-123.36908,Entire home/apt,98
4499872,2019/8/31,Victoria,48.42166,-123.38281,Entire home/apt,69
4518598,2019/8/31,Langford,48.45694,-123.50824,Private room,140
4558325,2019/8/31,Saanich,48.45585,-123.41311,Entire home/apt,100
4558328,2019/8/31,Saanich,48.53596,-123.38616,Entire home/apt,85
4575917,2019/8/31,Saanich,48.459,-123.34201,Entire home/apt,86
4589513,2019/8/31,Victoria,48.42974,-123.36943,Entire home/apt,136
4603681,2019/8/31,North Saanich,48.68549,-123.41467,Entire home/apt,125
4604633,2019/8/31,North Saanich,48.68341,-123.41399,Private room,78
4604639,2019/8/31,North Saanich,48.68446,-123.41366,Entire home/apt,125
4605253,2019/8/31,North Saanich,48.68358,-123.41379,Private room,98
4613784,2019/8/31,Victoria,48.42453,-123.36168,Entire home/apt,60
4647286,2019/8/31,Victoria,48.42683,-123.34525,Private room,59
4671921,2019/8/31,Victoria,48.42282,-123.38068,Entire home/apt,432
4672283,2019/8/31,Saanich,48.51333,-123.3653,Entire home/apt,140
4676968,2019/8/31,Salt Spring Island,48.88662,-123.57393,Entire home/apt,150
4720729,2019/8/31,Victoria,48.4101,-123.37271,Private room,57
4737408,2019/8/31,Saanich,48.45386,-123.32613,Entire home/apt,136
4754122,2019/8/31,Victoria,48.43017,-123.326,Private room,40
4768828,2019/8/31,Central Saanich,48.58573,-123.41863,Entire home/apt,125
4862291,2019/8/31,Saanich,48.47424,-123.38999,Private room,31
4891049,2019/8/31,Saanich,48.51945,-123.37107,Entire home/apt,136
4903940,2019/8/31,Victoria,48.41562,-123.36863,Private room,145
4943186,2019/8/31,Saanich,48.4455,-123.39088,Private room,85
4958963,2019/8/31,Victoria,48.42022,-123.3768,Private room,89
4964600,2019/8/31,Juan de Fuca,48.36605,-123.68958,Entire home/apt,219
4972620,2019/8/31,Langford,48.4399,-123.52683,Entire home/apt,400
4989246,2019/8/31,Central Saanich,48.57456,-123.46006,Entire home/apt,80
4997017,2019/8/31,Victoria,48.42639,-123.36276,Entire home/apt,149
4997133,2019/8/31,Victoria,48.42652,-123.36293,Entire home/apt,160
4997253,2019/8/31,View Royal,48.45428,-123.44753,Private room,55
5019513,2019/8/31,Juan de Fuca,48.57055,-123.4912,Entire home/apt,125
5030380,2019/8/31,Victoria,48.43729,-123.35046,Entire home/apt,89
5033602,2019/8/31,Victoria,48.42591,-123.36155,Entire home/apt,130
5033866,2019/8/31,Victoria,48.42783,-123.36267,Entire home/apt,160
5033999,2019/8/31,Victoria,48.42766,-123.36314,Entire home/apt,98
5034094,2019/8/31,Victoria,48.42792,-123.36161,Entire home/apt,160
5034179,2019/8/31,Victoria,48.42659,-123.3615,Entire home/apt,160
5034366,2019/8/31,Victoria,48.42604,-123.36287,Entire home/apt,149
5034449,2019/8/31,Victoria,48.42783,-123.36266,Entire home/apt,160
5036991,2019/8/31,Saanich,48.47249,-123.39607,Entire home/apt,100
5082437,2019/8/31,Saanich,48.46492,-123.32865,Entire home/apt,85
5132925,2019/8/31,Saanich,48.46251,-123.32466,Entire home/apt,649
5145163,2019/8/31,Saanich,48.45427,-123.27265,Entire home/apt,250
5147135,2019/8/31,Saanich,48.52844,-123.42607,Private room,136
5151927,2019/8/31,Juan de Fuca,48.43559,-124.06743,Entire home/apt,199
